1,Wed Oct 20 2021,8:00p,,Box Score,@,Minnesota Timberwolves,L,,106,124,0,1,L 1,
2,Fri Oct 22 2021,8:00p,,Box Score,,Oklahoma City Thunder,W,,124,91,1,1,W 1,
3,Sun Oct 24 2021,7:00p,,Box Score,,Boston Celtics,L,,97,107,1,2,L 1,
4,Tue Oct 26 2021,8:30p,,Box Score,@,Dallas Mavericks,L,,106,116,1,3,L 2,
5,Thu Oct 28 2021,8:00p,,Box Score,,Utah Jazz,L,,91,122,1,4,L 3,
6,Sun Oct 31 2021,10:30p,,Box Score,@,Los Angeles Lakers,L,,85,95,1,5,L 4,
7,Tue Nov 2 2021,10:30p,,Box Score,@,Los Angeles Lakers,L,,117,119,1,6,L 5,
8,Thu Nov 4 2021,10:00p,,Box Score,@,Phoenix Suns,L,,111,123,1,7,L 6,
9,Sat Nov 6 2021,5:00p,,Box Score,@,Denver Nuggets,L,,94,95,1,8,L 7,
10,Sun Nov 7 2021,8:30p,,Box Score,@,Golden State Warriors,L,,107,120,1,9,L 8,
11,Wed Nov 10 2021,7:30p,,Box Score,,Detroit Pistons,L,,104,112,1,10,L 9,
12,Fri Nov 12 2021,8:00p,,Box Score,,Portland Trail Blazers,L,,92,104,1,11,L 10,
13,Sun Nov 14 2021,7:00p,,Box Score,,Phoenix Suns,L,,89,115,1,12,L 11,
14,Mon Nov 15 2021,8:00p,,Box Score,@,Memphis Grizzlies,L,,102,136,1,13,L 12,
15,Wed Nov 17 2021,8:00p,,Box Score,@,Oklahoma City Thunder,L,,89,101,1,14,L 13,
16,Sat Nov 20 2021,5:00p,,Box Score,@,New York Knicks,L,,99,106,1,15,L 14,
17,Mon Nov 22 2021,7:30p,,Box Score,@,Boston Celtics,L,,90,108,1,16,L 15,
18,Wed Nov 24 2021,8:00p,,Box Score,,Chicago Bulls,W,,118,113,2,16,W 1,
19,Sat Nov 27 2021,8:00p,,Box Score,,Charlotte Hornets,W,OT,146,143,3,16,W 2,
20,Mon Nov 29 2021,8:00p,,Box Score,,Oklahoma City Thunder,W,,102,89,4,16,W 3,
21,Wed Dec 1 2021,8:00p,,Box Score,@,Oklahoma City Thunder,W,,114,110,5,16,W 4,
22,Fri Dec 3 2021,8:00p,,Box Score,,Orlando Magic,W,,118,116,6,16,W 5,
23,Sun Dec 5 2021,7:00p,,Box Score,,New Orleans Pelicans,W,,118,108,7,16,W 6,
24,Wed Dec 8 2021,8:00p,,Box Score,,Brooklyn Nets,W,,114,104,8,16,W 7,
25,Fri Dec 10 2021,8:00p,,Box Score,,Milwaukee Bucks,L,,114,123,8,17,L 1,
26,Sat Dec 11 2021,8:00p,,Box Score,@,Memphis Grizzlies,L,,106,113,8,18,L 2,
27,Mon Dec 13 2021,7:30p,,Box Score,@,Atlanta Hawks,W,,132,126,9,18,W 1,
28,Wed Dec 15 2021,7:00p,,Box Score,@,Cleveland Cavaliers,L,,89,124,9,19,L 1,
29,Thu Dec 16 2021,8:00p,,Box Score,,New York Knicks,L,,103,116,9,20,L 2,
30,Sat Dec 18 2021,12:00p,,Box Score,@,Detroit Pistons,W,,116,107,10,20,W 1,
31,Mon Dec 20 2021,8:00p,,Box Score,@,Chicago Bulls,L,,118,133,10,21,L 1,
32,Wed Dec 22 2021,8:00p,,Box Score,@,Milwaukee Bucks,L,,106,126,10,22,L 2,
33,Thu Dec 23 2021,7:00p,,Box Score,@,Indiana Pacers,L,,106,118,10,23,L 3,
34,Mon Dec 27 2021,7:00p,,Box Score,@,Charlotte Hornets,L,,99,123,10,24,L 4,
35,Tue Dec 28 2021,8:00p,,Box Score,,Los Angeles Lakers,L,,123,132,10,25,L 5,
36,Fri Dec 31 2021,7:00p,,Box Score,,Miami Heat,L,,110,120,10,26,L 6,
37,Sat Jan 1 2022,8:00p,,Box Score,,Denver Nuggets,L,,111,124,10,27,L 7,
38,Mon Jan 3 2022,7:00p,,Box Score,@,Philadelphia 76ers,L,,113,133,10,28,L 8,
39,Wed Jan 5 2022,7:00p,,Box Score,@,Washington Wizards,W,,114,111,11,28,W 1,
40,Fri Jan 7 2022,8:00p,,Box Score,,Dallas Mavericks,L,,106,130,11,29,L 1,
41,Sun Jan 9 2022,7:00p,,Box Score,,Minnesota Timberwolves,L,,123,141,11,30,L 2,
42,Mon Jan 10 2022,8:00p,,Box Score,,Philadelphia 76ers,L,,91,111,11,31,L 3,
43,Wed Jan 12 2022,8:30p,,Box Score,@,San Antonio Spurs,W,,128,124,12,31,W 1,
44,Fri Jan 14 2022,10:00p,,Box Score,@,Sacramento Kings,L,,114,126,12,32,L 1,
45,Sun Jan 16 2022,6:00p,,Box Score,@,Sacramento Kings,W,,118,112,13,32,W 1,
46,Wed Jan 19 2022,9:00p,,Box Score,@,Utah Jazz,W,,116,111,14,32,W 2,
47,Fri Jan 21 2022,10:00p,,Box Score,@,Golden State Warriors,L,,103,105,14,33,L 1,
48,Tue Jan 25 2022,8:00p,,Box Score,,San Antonio Spurs,L,,104,134,14,34,L 2,
49,Fri Jan 28 2022,8:00p,,Box Score,,Portland Trail Blazers,L,,110,125,14,35,L 3,
50,Mon Jan 31 2022,8:00p,,Box Score,,Golden State Warriors,L,,108,122,14,36,L 4,
51,Wed Feb 2 2022,8:00p,,Box Score,,Cleveland Cavaliers,W,,115,104,15,36,W 1,
52,Fri Feb 4 2022,8:30p,,Box Score,@,San Antonio Spurs,L,,106,131,15,37,L 1,
53,Sun Feb 6 2022,7:00p,,Box Score,,New Orleans Pelicans,L,,107,120,15,38,L 2,
54,Tue Feb 8 2022,8:00p,,Box Score,@,New Orleans Pelicans,L,,97,110,15,39,L 3,
55,Thu Feb 10 2022,8:00p,,Box Score,,Toronto Raptors,L,,120,139,15,40,L 4,
56,Mon Feb 14 2022,9:00p,,Box Score,@,Utah Jazz,L,,101,135,15,41,L 5,
57,Wed Feb 16 2022,9:00p,,Box Score,@,Phoenix Suns,L,,121,124,15,42,L 6,
58,Thu Feb 17 2022,10:30p,,Box Score,@,Los Angeles Clippers,L,,111,142,15,43,L 7,
59,Fri Feb 25 2022,7:00p,,Box Score,@,Orlando Magic,L,,111,119,15,44,L 8,
60,Sun Feb 27 2022,7:00p,,Box Score,,Los Angeles Clippers,L,,98,99,15,45,L 9,
61,Tue Mar 1 2022,8:00p,,Box Score,,Los Angeles Clippers,L,,100,113,15,46,L 10,
62,Wed Mar 2 2022,8:00p,,Box Score,,Utah Jazz,L,OT,127,132,15,47,L 11,
63,Fri Mar 4 2022,9:00p,,Box Score,@,Denver Nuggets,L,,101,116,15,48,L 12,
64,Sun Mar 6 2022,7:00p,,Box Score,,Memphis Grizzlies,W,,123,112,16,48,W 1,
65,Mon Mar 7 2022,7:30p,,Box Score,@,Miami Heat,L,,106,123,16,49,L 1,
66,Wed Mar 9 2022,8:00p,,Box Score,,Los Angeles Lakers,W,OT,139,130,17,49,W 1,
67,Fri Mar 11 2022,8:00p,,Box Score,,Dallas Mavericks,L,,100,113,17,50,L 1,
68,Sun Mar 13 2022,7:00p,,Box Score,@,New Orleans Pelicans,L,,105,130,17,51,L 2,
69,Wed Mar 16 2022,8:00p,,Box Score,,Phoenix Suns,L,,112,129,17,52,L 3,